Wir	O
machen	O
es	O
nicht	O
selber	O
weil	O
wir	O
merken	O
das	O
wir	O
nicht	O
singen	O
können	O
und	O
die	O
beiden	O
genau	O
so	O
wenig	O
und	O
wir	O
haben	O
ein	O
Schamgefühl	O
das	O
u	O
ns	O
sagt	O
:	O
ey	O
du	O
kannst	O
nicht	O
singen	O
lass	O
das	O
	
ich	O
	
einfach	B-positive_feedback
nur	I-positive_feedback
cool	I-positive_feedback
	
ich	B-affection_declaration
liebe	I-affection_declaration
euch	I-affection_declaration
	
j'adore	O
!!!!!!!!!!!	O
ich	O
bin	O
léane	O
	
Schwul	O
	
Was	O
hat	O
sie	O
am	O
Fuß	O
?	O
	
ich	O
Bruch	O
nur	O
15	O
Minuten	O
	
Fine	O
Bam	O
😂	O
	
boxershorts	O
:)	O
	
könntest	O
du	O
von	O
dem	O
outfit	O
und	O
dem	O
make	O
up	O
ein	O
OOTD	O
video	O
drehen	O
?!	O
:))	O
3	O
	
ich	O
^^	O
	
Ich	O
brauche	O
morgens	O
ohne	O
duschen	O
nur	O
30	O
min	O
	
wer	O
interessiert	O
sich	O
für	O
daniela	O
katzenberger	O
?!	O
sry	O
aber	O
niveauloser	O
als	O
die	O
geht	O
ja	O
schon	O
gar	O
nicht	O
mehr	O
:	O
o	O
	
Normalerweise	O
schlafe	O
ich	O
in	O
Unterhose	O
und	O
T-Shirt	O
oder	O
so	O
richtige	O
Pyjamas	O
.	O
Ich	O
hab	O
welche	O
mit	O
kariertem	O
,	O
gestreifeltem	O
und	O
grpunktetem	O
Muster	O
.	O
;)	O
	
Klick	O
mich	O
an	O
Du	O
wirst	O
das	O
dann	O
Nicht	O
bereuen	O
sondern	O
sehn	O
Zwei	O
Videos	O
ganz	O
wunderschön	O
	
Alibaba	O
Gaming	O
TV	O
ich	O
auch	O
nicht	O
	
Ich	O
Gebe	O
Dir	O
auch	O
recht	O
Nadja	O
Kubitza	O
	
Ich	O
schreib	O
lieber	O
gar	O
nichts	O
:	O
X	O
xD	O
Und	O
jetzt	O
im	O
Winter	O
liebe	O
ich	O
es	O
,	O
eine	O
Schlafanzughose	O
und	O
eine	O
warme	O
Strickjacke	O
auf	O
meine	O
Heizung	O
zu	O
legen	O
und	O
dann	O
morgens	O
beim	O
Aufwachen	O
direkt	O
reinzuschlüpfen	O
-	O
damit	O
komm	O
ich	O
viel	O
besser	O
aus	O
dem	O
Bett	O
=)	O
	
schwul	O
.	O
bitte	O
geht	O
euch	O
umbringen	O
.	O
danke	O
für	O
euer	O
verständnis	O
	
👍	B-positive_feedback
💕	I-positive_feedback
😍	I-positive_feedback
😘	I-positive_feedback
	
Toll	B-positive_feedback
!	I-positive_feedback
3	I-positive_feedback
	
Ihr	B-affection_declaration
seit	I-affection_declaration
einfach	I-affection_declaration
die	I-affection_declaration
geilsten	I-affection_declaration
ich	B-affection_declaration
liebe	I-affection_declaration
euch	I-affection_declaration
und	B-encouragement
macht	I-encouragement
öfters	I-encouragement
so	I-encouragement
videos	I-encouragement
	
Morgens	O
30	O
minuten	O
Abend	O
2	O
bis3	O
Stunden	O
	
ich	O
heiße	O
maurice	O
	
Sehr	B-positive_feedback
Nice	I-positive_feedback
:)	I-positive_feedback
Gefällt	B-positive_feedback
mir	I-positive_feedback
👍🏼	I-positive_feedback
☺️	I-positive_feedback
	
da	O
war	O
fabian	O
xd	O
	
Gut	B-positive_feedback
😉	I-positive_feedback
	
-	O
*	O
-_-Keine	O
Jugendfreigabe	O
gemäß	O
§	O
14	O
JuSchG	O
.	O
-_-	O
*	O
-	O
_-Da	O
diese	O
Tonspuren	O
nahezu	O
ausschließlich	O
gewalthaltige	O
Audiokonzepte-_-	O
-_-thematisieren	O
und	O
häufig	O
eine	O
zu	O
hoch	O
frequentierte	O
und	O
physisch	O
bedrohliche-_-	O
-_-Schallwellen	O
erzeugen	O
,	O
sind	O
sie	O
ausschließlich	O
für	O
Erwachsene	O
.	O
Zu	O
den	O
Audio-_-	O
-_-gehören	O
Parodien	O
,	O
Original-Songs	O
sowie	O
jede	O
andere	O
Art	O
von	O
musikalisch-_-	O
-_-erzeugten	O
Schallwellen	O
durch	O
'	O
DieLochis	O
'	O
.	O
-_	O
*	O
_Änderung	O
gemäß	O
§	O
223	O
StGB	O
.	O
_	O
*	O
*	O
Keine	O
allgemeine	O
Freigabe	O
gemäß	O
§	O
223	O
StBG	O
sowie	O
§	O
211	O
StGB	O
.	O
*	O
*	O
Da	O
diese	O
Tonspuren	O
nahezu	O
ausschließlich	O
zu	O
hoch	O
frequentierte	O
und	O
physisch	O
bedrohliche	O
Schallwellen	O
erzeugen	O
und	O
so	O
Menschen	O
in	O
Leib	O
und	O
Seele	O
dauerhaft	O
schädigen	O
(	O
§	O
223	O
StBG	O
sowie	O
§	O
223	O
StGB	O
)	O
,	O
sind	O
sie	O
in	O
der	O
Bundesrepublik	O
Deutschland	O
nicht	O
zugelassen	O
.	O
Bei	O
zuwiderhandlung	O
droht	O
eine	O
Gefängnisstrafe	O
von	O
nicht	O
unter	O
5	O
Jahren	O
,	O
die	O
nicht	O
zur	O
Bewährung	O
ausgesetzt	O
werden	O
kann	O
.	O
Zu	O
den	O
Audio	O
gehören	O
Parodien	O
,	O
Original-Songs	O
sowie	O
jede	O
andere	O
Art	O
von	O
musikalisch	O
erzeugten	O
Schallwellen	O
durch	O
'	O
DieLochis	O
'	O
.	O
*	O
	
Panda	O
Face	O
ich	O
😂	O
😅	O
	
Nice	B-positive_feedback
:)	I-positive_feedback
	
Milchzahn	O
haha	O
	
Mega	B-positive_feedback
geiles	I-positive_feedback
Video	I-positive_feedback
🙈	I-positive_feedback
💕	I-positive_feedback
Neuer	B-positive_feedback
Ohrwurm	I-positive_feedback
💗	I-positive_feedback
Ihr	B-compliment
werdet	I-compliment
immer	I-compliment
besser	I-compliment
💟	I-compliment
Geile	B-compliment
Augenringe	I-compliment
👌	I-compliment
	
+	O
Piti	O
Pitris	O
avhso	O
also	O
bist	O
du	O
schwul	O
unf	O
bist	O
12	O
super	O
	
Ihr	O
könnt	O
wider	O
so	O
ein	O
Lied	O
von	O
,	O
,	O
ich	O
hasse	O
es	O
ein	O
beischbiel	O
:	O
ich	O
hasse	O
es	O
wen	O
ich	O
krank	O
bin	O
und	O
meine	O
Freunde	O
wo	O
hin	O
gechen	O
	
5:00	O
Minuten	O
	
nice	B-positive_feedback
video	I-positive_feedback
	
3	O
min	O
und	O
ich	O
bin	O
ein	O
mädchen	O
	
des	O
ist	O
kein	O
gesang	O
^^	O
^des	O
ist	O
nur	O
gebläre	O
	
höchstens	O
5	O
min	O
.	O
	
Gibt	B-implicit
mir	I-implicit
mal	I-implicit
ein	I-implicit
autogramm	I-implicit
wird	I-implicit
später	I-implicit
bestimmt	I-implicit
viel	I-implicit
wert	I-implicit
sein	I-implicit
:)	I-implicit
:*	I-implicit
	
Ihr	O
könnt	O
in	O
lied	O
schreiben	O
mit	O
game	O
ok	O
?	O
	
Respekt	B-compliment
Luna	I-compliment
....	O
Dieses	B-positive_feedback
Video	I-positive_feedback
hat	I-positive_feedback
mich	I-positive_feedback
schon	I-positive_feedback
in	I-positive_feedback
den	I-positive_feedback
ersten	I-positive_feedback
Sekunden	I-positive_feedback
berührt	I-positive_feedback
..	O
Wow	B-compliment
.	I-compliment
Du	I-compliment
bringst	I-compliment
deine	I-compliment
Gefühle	I-compliment
so	I-compliment
extrem	I-compliment
gut	I-compliment
rüber	I-compliment
.	O
Vorallem	B-compliment
bist	I-compliment
du	I-compliment
dabei	I-compliment
so	I-compliment
extrem	I-compliment
ehrlich	I-compliment
..	O
Ich	B-affection_declaration
liebe	I-affection_declaration
es	I-affection_declaration
einfach	I-affection_declaration
.	I-affection_declaration
Dich	I-affection_declaration
,	I-affection_declaration
deine	I-affection_declaration
Videos	I-affection_declaration
und	I-affection_declaration
alles	I-affection_declaration
einfach	I-affection_declaration
.	I-affection_declaration
3	I-affection_declaration
(	O
OBWOHL	O
du	O
mich	O
manchmal	O
ziemlich	O
traurig	O
machst	O
:D	O
)	O
	
1	O
schlecht	O
2	O
google	O
übersetzter	O
hat	O
mal	O
wieder	O
versagt	O
	
Alter	O
wenn	O
du	O
die	O
Lochis	O
net	O
magst	O
warum	O
schaust	O
du	O
es	O
dir	O
an	O
?	O
gehörst	O
du	O
zu	O
diesen	O
hatern	O
oder	O
was	O
hater	O
haben	O
nix	O
zu	O
tun	O
	
Dacht	O
ich	O
mir	O
auch	O
grad	O
:D	O
xD	O
	
Wartet	O
mal	O
!	O
Der	O
Wecker	O
klingelte	O
um	O
5:36	O
was	O
?!?!?	O
	
Sehr	B-positive_feedback
cool	I-positive_feedback
,	O
dass	O
grade	O
jetzt	O
2	O
Pickel-Videos	O
kommen	O
wo	O
mein	O
gesicht	O
grad	O
irgendwie	O
voll	O
nach	O
Mondkratern	O
aussieht	O
=D	O
Würde	O
mich	O
total	O
über	O
so	O
ein	O
Paket	O
freuen	O
.	O
Hab	O
ne	O
Creme	O
von	O
Vichy	O
und	O
bin	O
sehr	O
zufrieden	O
damit	O
^^	O
	
waren	O
die	O
nich	O
mal	O
im	O
fernsehn	O
?	O
:D	O
	
Ich	B-positive_feedback
fand	I-positive_feedback
die	I-positive_feedback
Idee	I-positive_feedback
die	I-positive_feedback
einzelnen	I-positive_feedback
Videoantworten	I-positive_feedback
zusammenzuscheiden	I-positive_feedback
ziemlich	I-positive_feedback
gut	I-positive_feedback
.	O
Und	B-positive_feedback
ich	I-positive_feedback
werde	I-positive_feedback
nach	I-positive_feedback
Möglichkeit	I-positive_feedback
auch	I-positive_feedback
Mal	I-positive_feedback
ein	I-positive_feedback
paar	I-positive_feedback
von	I-positive_feedback
diesen	I-positive_feedback
Tipps	I-positive_feedback
ausprobieren	I-positive_feedback
:)	I-positive_feedback
	
Du	O
musst	O
mal	O
bei	O
boohoo.com	O
unter	O
onesies	O
gucken	O
die	O
haben	O
da	O
ziemlich	O
viele	O
aber	O
auch	O
oft	O
jeden	O
Tag	O
unterschiedliche	O
:)	O
	
10	O
min	O
	
kOMMST	O
DU	O
AUS	O
IRAN	O
ALSO	O
bist	O
du	O
iranerin	O
?	O
:D	O
	
Mein	B-positive_feedback
Lieblings	I-positive_feedback
lied	I-positive_feedback
😉	I-positive_feedback
	
ich	B-positive_feedback
finde	I-positive_feedback
schön	I-positive_feedback
das	I-positive_feedback
du	I-positive_feedback
die	I-positive_feedback
videos	I-positive_feedback
bei	I-positive_feedback
dir	I-positive_feedback
eingebaut	I-positive_feedback
hast	I-positive_feedback
!	I-positive_feedback
die	B-positive_feedback
tipps	I-positive_feedback
waren	I-positive_feedback
super	I-positive_feedback
ich	I-positive_feedback
werde	I-positive_feedback
einige	I-positive_feedback
ausprobieren	I-positive_feedback
:D	I-positive_feedback
	
hamma	B-positive_feedback
lied	I-positive_feedback
jungs	I-positive_feedback
^^	I-positive_feedback
	
Wow	B-positive_feedback
Luna	I-positive_feedback
!	I-positive_feedback
Danke	B-gratitude
für	I-gratitude
das	I-gratitude
schöne	I-gratitude
Video	I-gratitude
	
Ich	O
hab	O
noch	O
so	O
einen	O
Einteiler	O
.	O
Allerdings	O
in	O
Pink	O
und	O
mit	O
Pinguinen	O
drauf	O
.	O
Sehr	O
alt	O
.	O
Sehr	O
ausgewaschen	O
aber	O
unglaublich	O
bequem	O
.	O
Am	O
liebsten	O
schlafe	O
ich	O
mit	O
einem	O
zu	O
großen	O
Shirt	O
von	O
meinem	O
Freund	O
oder	O
ziehe	O
seine	O
PJs	O
an	O
.	O
;)	O
	
geil	B-positive_feedback
	
5	O
-	O
10	O
min	O
	
In	O
der	O
Nacht	O
bilden	O
sich	O
Bakterien	O
im	O
Mund	O
und	O
deshalb	O
putzen	O
sich	O
viele	O
ihre	O
Zähne	O
vor	O
UND	O
nach	O
dem	O
Frühstück	O
um	O
nicht	O
die	O
ganzen	O
Bakterien	O
mit	O
dem	O
Frühstück	O
runterzuschlucken	O
??	O
	
wo	O
ist	O
die	O
gema	O
?	O
;	O
o	O
	
Die	B-positive_feedback
besten	I-positive_feedback
sorry	O
	
Ich	O
habe	O
auch	O
noch	O
einige	O
Nachthemdten	O
und	O
manchmal	O
trage	O
ich	O
die	O
im	O
Sommer	O
auch	O
noch	O
(	O
zum	O
Teil	O
sorag	O
mit	O
Snoopi	O
^^	O
)	O
Ist	O
doch	O
chillig	O
und	O
ich	O
in	O
16	O
;)	O
	
Ich	O
auch	O
	
Mach	O
mal	O
	
5	O
minuten	O
	
Hahaha	O
der	O
heiko	O
voll	O
Traurig	O
gesucngen	O
(	O
ist	O
klar	O
bei	O
ein	O
Traurigen	O
lied	O
)	O
und	O
der	O
andere	O
voll	O
fröhlig	O
yeaaah	O
:D	O
hahahahaha	B-positive_feedback
Geuil	I-positive_feedback
mahhn	I-positive_feedback
	
wer	O
guckt	O
das	O
2016	O
	
ich	O
fass	O
es	O
nicht	O
in	O
der	O
Einblendung	O
stand	O
10	O
min	O
und	O
auf	O
der	O
Uhr	O
beim	O
Handy	O
nur	O
7	O
min	O
	
haha	B-ambiguous
LOL	I-ambiguous
;)	I-ambiguous
	
3	B-positive_feedback
	
Ist	B-compliment
euch	I-compliment
richtig	I-compliment
gut	I-compliment
gelungen	I-compliment
♡	I-compliment
Hdl	B-affection_declaration
Heiko	I-affection_declaration
♡	I-affection_declaration
♡	I-affection_declaration
	
Das	O
ist	O
keine	O
Meinung	O
,	O
das	O
ist	O
eine	O
Beleidigung	O
.	O
	
Romana	O
Beck	O
Becl	O
kaz	O
also	O
ich	O
muss	O
echt	O
sagen	O
ich	O
finde	O
er	O
die	O
Katzen	O
besser	O
weil	O
die	O
richtig	O
süß	O
und	O
schnuckelig	O
sind	O
unter	O
Trump	O
nicht	O
	
Ist	O
der	O
Anzug	O
nicht	O
etwas	O
kurz	O
?	O
	
Was	O
soll	O
das	O
jetzt	O
darstellen	O
